"confidence_immediate","identification","condition","gender_updated","target_correct","target_pair","identification_decision","not_sure_decision","repetition_numeric","unique_decision","pre_conf","row","ppt_gender","age","ethnicity","post_conf","comfort","face","height","posture","body","movement","behaviour","ID_testify","ID_closest","ID_justRecognized","ID_lookedLike","ID_wouldNotPick","nonID_sure","nonID_noMemory","nonID_seeOthersFirst","nonID_lookedLike","nonID_wouldID","ID","choosing","accuracy","person"
"no","No","FB","female","absent","h","rejection","other",0,"rejection",20,"back","woman","21","white",10,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"125FB9","non-chooser","correct",4
"no","No","FB","male","present","h","rejection","other",0,"rejection",10,"back","woman","21","white",20,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"125FB9","non-chooser","incorrect",4
"30","Yes","HS","female","present","e","target","other",0,"identification",10,"front","woman","17","white",40,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"125HS7","chooser","correct",6
"no","Not sure","HS","male","absent","e","rejection","innocent",0,"not sure",10,"front","woman","17","white",50,100,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"125HS7","non-chooser","correct",7
"70","Yes","FB","female","present","h","target","other",0,"identification",70,"middle","man","18","black",70,80,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"126FB9","chooser","correct",6
"no","No","FB","male","absent","h","rejection","other",0,"rejection",50,"middle","man","18","black",50,70,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"126FB9","non-chooser","correct",2
"no","No","HS","female","absent","e","rejection","other",0,"rejection",10,"front","woman","56","white",20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"126HS7","non-chooser","correct",2
"70","Yes","HS","male","present","e","filler","other",1,"identification",10,"front","woman","56","white",40,70,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"126HS7","chooser","incorrect",4
"no","No","live","female","present","h","rejection","other",0,"rejection",50,"front","man","60","white",80,90,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"126live9","non-chooser","incorrect",2
"no","Not sure","live","male","absent","h","rejection","innocent",0,"not sure",60,"front","man","60","white",40,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"126live9","non-chooser","correct",7
"80","Yes","FB","female","present","h","filler","other",4,"identification",80,"middle","woman","49","black",80,60,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,"127FB9","chooser","incorrect",1
"50","Yes","FB","male","absent","h","filler","other",1,"identification",60,"middle","woman","49","black",60,40,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"127FB9","chooser","incorrect",5
"no","No","HS","female","absent","e","rejection","other",0,"rejection",70,"front","man","33","white",40,60,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"127HS7","non-chooser","correct",1
"no","Not sure","HS","male","present","e","rejection","filler",0,"rejection",70,"front","man","33","white",70,70,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"127HS7","non-chooser","incorrect",1
"no","No","live","female","absent","h","rejection","other",0,"rejection",70,"middle","woman","16","asian",90,100,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"127live9","non-chooser","correct",3
"no","No","live","male","present","h","rejection","other",0,"rejection",70,"middle","woman","16","asian",80,100,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,"127live9","non-chooser","incorrect",1
"70","Yes","HS","female","present","e","filler","other",0,"identification",60,"back","woman","48","white",80,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"128HS7","chooser","incorrect",1
"no","No","HS","male","absent","e","rejection","other",0,"rejection",50,"back","woman","48","white",60,100,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"128HS7","non-chooser","correct",1
"no","No","HS","female","absent","e","rejection","other",0,"rejection",40,"front","man","45","white",60,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"129HS7","non-chooser","correct",1
"60","Yes","HS","male","present","e","filler","other",0,"identification",60,"front","man","45","white",70,90,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"129HS7","chooser","incorrect",1
"70","Yes","HS","female","present","e","target","other",0,"identification",50,"front","woman","17","white",80,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"130HS7","chooser","correct",6
"no","Not sure","HS","male","absent","e","rejection","filler",0,"rejection",20,"front","woman","17","white",20,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"130HS7","non-chooser","correct",5
"no","No","HS","female","present","f","rejection","other",0,"rejection",0,"front","woman","38","mixed",100,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"131HS8","non-chooser","incorrect",3
"no","No","HS","male","absent","f","rejection","other",0,"rejection",50,"front","woman","38","mixed",100,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"131HS8","non-chooser","correct",5
"no","No","live","female","absent","h","rejection","other",0,"rejection",70,"front","woman","19","white",50,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"131live9","non-chooser","correct",3
"60","Yes","live","male","present","h","target","other",1,"identification",40,"front","woman","19","white",40,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"131live9","chooser","correct",6
"no","No","HS","female","absent","e","rejection","other",0,"rejection",90,"back","woman","20","white",50,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"132HS7","non-chooser","correct",4
"90","Yes","HS","male","present","e","target","other",0,"identification",90,"back","woman","20","white",100,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"132HS7","chooser","correct",6
"no","Not sure","live","female","present","h","rejection","target",0,"not sure",80,"front","man","18","white",40,50,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"132live9","non-chooser","incorrect",6
"no","Not sure","live","male","absent","h","rejection","innocent",0,"not sure",70,"front","man","18","white",30,30,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"132live9","non-chooser","correct",7
"no","No","HS","female","present","d","rejection","other",0,"rejection",60,"front","woman","51","asian",20,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"133HS6","non-chooser","incorrect",3
"no","No","HS","male","absent","d","rejection","other",0,"rejection",60,"front","woman","51","asian",90,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"133HS6","non-chooser","correct",4
"no","No","live","female","absent","h","rejection","other",0,"rejection",50,"back","woman","17","white",50,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"133live9","non-chooser","correct",5
"no","Not sure","live","male","present","h","rejection","target",0,"not sure",60,"back","woman","17","white",80,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"133live9","non-chooser","incorrect",6
"no","Not sure","HS","female","present","d","rejection","filler",0,"rejection",70,"front","woman","52","white",60,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"134HS6","non-chooser","incorrect",5
"no","No","HS","male","absent","d","rejection","other",0,"rejection",40,"front","woman","52","white",100,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"134HS6","non-chooser","correct",1
"no","Not sure","HS","female","absent","f","rejection","innocent",0,"not sure",0,"front","woman","17","white",0,80,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"135HS8","non-chooser","correct",7
"50","Yes","HS","male","present","f","target","other",0,"identification",30,"front","woman","17","white",50,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"135HS8","chooser","correct",6
"60","Yes","live","female","absent","h","filler","other",0,"identification",70,"back","woman","56","white",60,100,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"135live9","chooser","incorrect",5
"80","Yes","live","male","present","h","target","other",0,"identification",70,"back","woman","56","white",90,100,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"135live9","chooser","correct",6
"60","Yes","HS","female","present","f","target","other",1,"identification",70,"front","man","19","white",60,60,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"136HS8","chooser","correct",6
"60","Yes","HS","male","absent","f","filler","other",2,"identification",70,"front","man","19","white",50,50,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,"136HS8","chooser","incorrect",3
"no","Not sure","live","female","present","h","rejection","target",0,"not sure",50,"back","man","19","white",70,100,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"136live9","non-chooser","incorrect",6
"no","No","live","male","absent","h","rejection","other",0,"rejection",50,"back","man","19","white",80,100,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"136live9","non-chooser","correct",4
"70","Yes","HS","female","present","f","filler","other",1,"identification",40,"back","man","17","mixed",40,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"137HS8","chooser","incorrect",4
"70","Yes","HS","male","absent","f","filler","other",0,"identification",60,"back","man","17","mixed",80,40,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"137HS8","chooser","incorrect",5
"80","Yes","HS","female","present","f","filler","other",0,"identification",80,"back","man","45","white",80,80,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"138HS8","chooser","incorrect",1
"no","No","HS","male","absent","f","rejection","other",0,"rejection",80,"back","man","45","white",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"138HS8","non-chooser","correct",5
"no","Not sure","HS","female","present","f","rejection","target",0,"not sure",90,"front","woman","25","white",50,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"139HS8","non-chooser","incorrect",6
"100","Yes","HS","male","absent","f","filler","other",1,"identification",90,"front","woman","25","white",100,100,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"139HS8","chooser","incorrect",1
"70","Yes","live","female","absent","h","filler","other",0,"identification",50,"front","man","46","white",50,60,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"139live9","chooser","incorrect",5
"80","Yes","live","male","present","h","target","other",0,"identification",50,"front","man","46","white",80,70,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"139live9","chooser","correct",6
"no","No","HS","female","present","f","rejection","other",0,"rejection",70,"front","woman","17","white",50,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"141HS8","non-chooser","incorrect",3
"70","Yes","HS","male","absent","f","filler","other",1,"identification",60,"front","woman","17","white",70,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"141HS8","chooser","incorrect",3
"70","Yes","HS","female","present","f","target","other",1,"identification",70,"front","woman","52","black",70,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"142HS8","chooser","correct",6
"no","No","HS","male","absent","f","rejection","other",0,"rejection",80,"front","woman","52","black",0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"142HS8","non-chooser","correct",1
"no","No","HS","female","present","f","rejection","other",0,"rejection",0,"middle","woman","19","white",0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"143HS8","non-chooser","incorrect",1
"no","Not sure","HS","male","absent","f","rejection","innocent",0,"not sure",30,"middle","woman","19","white",60,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"143HS8","non-chooser","correct",7
"no","No","HS","female","absent","f","rejection","other",0,"rejection",70,"front","woman","17","white",40,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"144HS8","non-chooser","correct",3
"70","Yes","HS","male","present","f","target","other",0,"identification",90,"front","woman","17","white",90,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"144HS8","chooser","correct",6
"no","Not sure","HS","female","present","g","rejection","target",0,"not sure",40,"middle","woman","17","asian",40,60,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,"145HS8","non-chooser","incorrect",7
"no","Not sure","HS","male","absent","g","rejection","innocent",0,"not sure",50,"middle","woman","17","asian",50,40,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,"145HS8","non-chooser","correct",6
"60","Yes","HS","female","present","g","target","other",0,"identification",70,"back","woman","38","white",70,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"146HS8","chooser","correct",7
"no","Not sure","HS","male","absent","g","rejection","filler",0,"rejection",40,"back","woman","38","white",20,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"146HS8","non-chooser","correct",2
"no","No","HS","female","absent","g","rejection","other",0,"rejection",70,"back","woman","18","white",50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"147HS8","non-chooser","correct",4
"50","Yes","HS","male","present","g","filler","other",0,"identification",50,"back","woman","18","white",60,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"147HS8","chooser","incorrect",3
"no","No","HS","female","present","g","rejection","other",0,"rejection",60,"back","woman","45","white",40,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"149HS8","non-chooser","incorrect",2
"no","No","HS","male","absent","g","rejection","other",0,"rejection",10,"back","woman","45","white",90,100,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"149HS8","non-chooser","correct",3
"60","Yes","HS","female","absent","f","filler","other",0,"identification",40,"back","woman","17","white",40,100,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,"150HS8","chooser","incorrect",2
"60","Yes","HS","male","present","f","target","other",0,"identification",40,"back","woman","17","white",60,100,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"150HS8","chooser","correct",6
"70","Yes","HS","female","present","f","target","other",1,"identification",100,"back","woman","41","white",70,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"151HS8","chooser","correct",6
"no","No","HS","male","absent","f","rejection","other",0,"rejection",100,"back","woman","41","white",60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"151HS8","non-chooser","correct",2
"no","Not sure","HS","female","absent","f","rejection","filler",0,"rejection",50,"middle","man","46","white",30,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"152HS8","non-chooser","correct",4
"80","Yes","HS","male","present","f","target","other",0,"identification",80,"middle","man","46","white",90,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"152HS8","chooser","correct",6
"no","Not sure","HS","female","present","f","rejection","target",0,"not sure",60,"front","woman","51","white",60,50,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"153HS8","non-chooser","incorrect",6
"no","No","HS","male","absent","f","rejection","other",0,"rejection",60,"front","woman","51","white",40,40,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"153HS8","non-chooser","correct",4
"no","Not sure","HS","female","absent","f","rejection","innocent",0,"not sure",50,"middle","woman","17","white",0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"154HS8","non-chooser","correct",7
"40","Yes","HS","male","present","f","target","other",0,"identification",40,"middle","woman","17","white",30,70,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"154HS8","chooser","correct",6
"no","No","HS","female","present","f","rejection","other",0,"rejection",30,"front","woman","38","mixed",60,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"155HS8","non-chooser","incorrect",2
"no","Not sure","HS","male","absent","f","rejection","filler",1,"rejection",50,"front","woman","38","mixed",30,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"155HS8","non-chooser","correct",2
"no","Not sure","HS","female","present","f","rejection","target",0,"not sure",40,"front","man","19","white",30,80,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"156HS8","non-chooser","incorrect",6
"no","No","HS","male","absent","f","rejection","other",0,"rejection",60,"front","man","19","white",50,80,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"156HS8","non-chooser","correct",3
"no","No","HS","female","absent","f","rejection","other",0,"rejection",70,"front","woman","18","white",30,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"157HS8","non-chooser","correct",3
"90","Yes","HS","male","present","f","target","other",0,"identification",60,"front","woman","18","white",90,70,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"157HS8","chooser","correct",6
"no","No","HS","female","present","f","rejection","other",0,"rejection",90,"front","woman","17","white",100,100,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"158HS8","non-chooser","incorrect",1
"no","No","HS","male","absent","f","rejection","other",0,"rejection",80,"front","woman","17","white",100,100,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"158HS8","non-chooser","correct",5
"no","Not sure","HS","female","present","f","rejection","target",0,"not sure",70,"front","woman","17","mixed",60,70,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"159HS8","non-chooser","incorrect",6
"no","No","HS","male","absent","f","rejection","other",0,"rejection",70,"front","woman","17","mixed",70,70,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"159HS8","non-chooser","correct",3
"no","Not sure","HS","female","absent","f","rejection","innocent",0,"not sure",50,"front","woman","17","white",30,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"160HS8","non-chooser","correct",7
"no","No","HS","male","present","f","rejection","other",0,"rejection",60,"front","woman","17","white",30,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"160HS8","non-chooser","incorrect",3
"60","Yes","HS","female","present","f","filler","other",0,"identification",50,"front","woman","54","white",30,80,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"161HS8","chooser","incorrect",2
"50","Yes","HS","male","absent","f","filler","other",1,"identification",70,"front","woman","54","white",80,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"161HS8","chooser","incorrect",4
"no","No","HS","female","absent","f","rejection","other",1,"rejection",50,"front","woman","18","white",30,60,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"162HS8","non-chooser","correct",2
"60","Yes","HS","male","present","f","filler","other",0,"identification",40,"front","woman","18","white",70,50,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"162HS8","chooser","incorrect",4
"no","No","HS","female","absent","f","rejection","other",0,"rejection",50,"back","woman","50","white",60,80,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"163HS8","non-chooser","correct",1
"no","No","HS","male","present","f","rejection","other",0,"rejection",60,"back","woman","50","white",80,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"163HS8","non-chooser","incorrect",3
"no","No","HS","female","absent","f","rejection","other",0,"rejection",50,"middle","woman","17","white",40,30,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"164HS8","non-chooser","correct",4
"40","Yes","HS","male","present","f","filler","other",0,"identification",30,"middle","woman","17","white",NA,30,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"164HS8","chooser","incorrect",2
"100","Yes","HS","female","absent","f","innocent","other",0,"identification",100,"front","man","18","black",100,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"165HS8","chooser","incorrect",7
"no","No","HS","male","present","f","rejection","other",0,"rejection",100,"front","man","18","black",100,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"165HS8","non-chooser","incorrect",2
"no","No","HS","female","absent","h","rejection","other",0,"rejection",70,"back","woman","59","white",70,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"166HS9","non-chooser","correct",1
"no","Not sure","HS","male","present","h","rejection","filler",1,"rejection",50,"back","woman","59","white",60,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"166HS9","non-chooser","incorrect",1
"no","No","HS","female","absent","h","rejection","other",0,"rejection",60,"back","man","18","white",30,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"167HS9","non-chooser","correct",4
"100","Yes","HS","male","present","h","target","other",0,"identification",90,"back","man","18","white",100,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"167HS9","chooser","correct",6
"60","Yes","HS","female","present","h","target","other",0,"identification",50,"back","woman","17","mixed",60,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"168HS9","chooser","correct",6
"50","Yes","HS","male","absent","h","filler","other",0,"identification",50,"back","woman","17","mixed",70,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"168HS9","chooser","incorrect",5
"no","No","HS","female","absent","h","rejection","other",0,"rejection",80,"front","woman","18","white",30,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"170HS9","non-chooser","correct",5
"60","Yes","HS","male","present","h","target","other",0,"identification",90,"front","woman","18","white",80,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"170HS9","chooser","correct",6
"no","No","HS","female","absent","h","rejection","other",0,"rejection",80,"middle","man","48","asian",80,80,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"171HS9","non-chooser","correct",2
"no","Not sure","HS","male","present","h","rejection","target",0,"not sure",80,"middle","man","48","asian",80,80,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"171HS9","non-chooser","incorrect",6
"no","No","HS","female","absent","h","rejection","other",0,"rejection",40,"front","woman","17","white",40,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"172HS9","non-chooser","correct",5
"30","Yes","HS","male","present","h","target","other",0,"identification",60,"front","woman","17","white",70,100,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"172HS9","chooser","correct",6
"80","Yes","HS","female","absent","h","filler","other",0,"identification",100,"front","woman","46","white",80,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"173HS9","chooser","incorrect",5
"no","No","HS","male","present","h","rejection","other",0,"rejection",90,"front","woman","46","white",50,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"173HS9","non-chooser","incorrect",2
"no","No","HS","female","present","h","rejection","other",0,"rejection",60,"front","man","47","white",80,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"174HS9","non-chooser","incorrect",2
"70","Yes","HS","male","absent","h","innocent","other",2,"identification",80,"front","man","47","white",60,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"174HS9","chooser","incorrect",7
"no","No","FB","female","present","d","rejection","other",0,"rejection",50,"front","woman","18","white",40,90,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"350FB2","non-chooser","incorrect",1
"no","No","FB","male","absent","d","rejection","other",0,"rejection",10,"front","woman","18","white",0,90,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"350FB2","non-chooser","correct",2
