Experiment,idnumber,RecruitedFrom,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans,question1acc,completed before,include
Exp2,12075,mturk,56,WhiteEuropean,4-Year College Degree (BA BS),Female,2,110,97,64,109,73,40,1,1,64,0,Filler ID,NA,70,1,1,0,yes
Exp2,12076,mturk,61,WhiteEuropean,High School/GED,Female,3,104,43,98,110,32,71,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Exp2,12079,mturk,57,WhiteEuropean,High School/GED,Female,2,21,27,70,110,109,34,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12080,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Female,2,49,110,29,66,10,43,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12081,mturk,30,WhiteEuropean,Masters Degree,Female,3,110,50,60,19,65,70,0,0,Not present,1,Correct Reject,NA,0,1,1,0,yes
Exp2,12082,mturk,30,Native American,Professional Degree (MD JD),Female,3,24,27,23,26,110,77,1,0,Not present,0,Incorrect Reject,NA,60,4,0,0,no
Exp2,12083,mturk,37,BlackAfrican,Professional Degree (MD JD),Male,3,73,107,26,19,110,60,0,1,107,0,Filler ID,NA,0,1,1,0,yes
Exp2,12085,mturk,21,AsianIndian,4-Year College Degree (BA BS),Female,1,20,89,56,92,99,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12086,mturk,32,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,75,46,24,47,48,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,12088,mturk,22,LatinHispanic,Currently Attending College,Female,3,85,110,78,61,88,44,0,1,110,0,False ID,0,50,1,1,0,yes
Exp2,12089,mturk,21,BlackAfrican,4-Year College Degree (BA BS),Male,3,75,50,101,110,62,106,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12090,mturk,24,BlackAfrican,4-Year College Degree (BA BS),Female,1,15,90,92,110,101,46,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Exp2,12091,mturk,30,WhiteEuropean,NR,Female,1,59,52,110,21,16,18,1,1,16,0,Filler ID,NA,60,1,1,0,yes
Exp2,12092,mturk,27,AsianIndian,4-Year College Degree (BA BS),Female,3,10,26,88,110,8,93,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12093,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Female,1,90,64,10,110,56,89,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12094,mturk,33,AsianIndian,4-Year College Degree (BA BS),Male,2,60,18,110,104,81,63,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12095,mturk,34,LatinHispanic,2-Year College Degree (Associates),Male,3,110,22,73,96,65,17,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,12096,mturk,35,LatinHispanic,Masters Degree,Female,2,20,42,103,110,74,30,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12097,mturk,21,LatinHispanic,Currently Attending College,Male,2,42,110,63,91,8,90,0,1,8,0,Filler ID,NA,50,1,1,0,yes
Exp2,12099,mturk,23,AsianIndian,4-Year College Degree (BA BS),Female,1,65,75,9,30,67,110,1,1,110,1,Correct ID,1,20,1,1,0,yes
Exp2,12100,mturk,28,WhiteEuropean,High School/GED,Male,1,88,97,85,35,39,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12101,mturk,31,WhiteEuropean,4-Year College Degree (BA BS),Male,2,88,63,50,27,110,13,0,1,88,0,Filler ID,NA,70,1,1,0,yes
Exp2,12102,mturk,19,WhiteEuropean,High School/GED,Male,1,78,67,45,110,103,27,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12103,mturk,56,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,84,67,108,34,2,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Exp2,12106,mturk,27,WhiteEuropean,Doctoral Degree,Male,3,16,110,95,83,69,37,0,1,16,0,Filler ID,NA,60,1,1,0,yes
Exp2,12107,mturk,26,Other,4-Year College Degree (BA BS),Female,2,110,14,60,87,5,11,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12108,mturk,40,WhiteEuropean,Masters Degree,Male,3,110,4,109,30,58,99,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,12109,mturk,54,WhiteEuropean,4-Year College Degree (BA BS),Female,1,80,26,54,50,110,38,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,12110,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Female,3,65,110,31,19,14,78,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12111,mturk,34,WhiteEuropean,Masters Degree,Female,1,25,110,62,95,59,9,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12112,mturk,20,AsianIndian,Currently Attending College,Female,1,85,36,75,9,110,3,0,0,Not present,1,Correct Reject,NA,30,1,1,0,yes
Exp2,12114,mturk,30,WhiteEuropean,4-Year College Degree (BA BS),Female,2,11,5,110,7,41,47,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12116,mturk,21,Other,2-Year College Degree (Associates),Male,1,70,80,110,58,94,83,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Exp2,12117,mturk,58,WhiteEuropean,High School/GED,Male,1,109,53,110,25,102,7,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,12118,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Male,1,31,88,110,51,12,63,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Exp2,12119,mturk,35,WhiteEuropean,High School/GED,Female,2,64,41,78,26,110,81,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12121,mturk,26,WhiteEuropean,High School/GED,Female,2,61,89,76,8,86,110,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12123,mturk,44,Mixed Ethnicity,2-Year College Degree (Associates),Female,2,40,47,100,74,83,110,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Exp2,12124,mturk,26,WhiteEuropean,4-Year College Degree (BA BS),Female,2,9,70,12,59,110,44,0,1,44,0,Filler ID,NA,40,1,1,0,yes
Exp2,12125,mturk,18,WhiteEuropean,Masters Degree,Male,1,109,95,2,76,110,14,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Exp2,12126,mturk,21,WhiteEuropean,Currently Attending College,Female,1,92,110,73,32,21,69,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12127,mturk,36,WhiteEuropean,Masters Degree,Female,3,45,66,25,110,71,43,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12128,mturk,31,WhiteEuropean,Masters Degree,Male,3,110,45,68,80,92,33,0,1,92,0,Filler ID,NA,70,1,1,0,yes
Exp2,12132,mturk,35,WhiteEuropean,Masters Degree,Male,2,38,78,102,41,12,110,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,12133,mturk,22,WhiteEuropean,NR,Male,3,31,53,54,92,110,69,1,1,110,1,Correct ID,1,40,1,1,0,yes
Exp2,12135,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Male,3,15,19,83,110,66,9,0,1,83,0,Filler ID,NA,60,1,1,0,yes
Exp2,12136,mturk,42,WhiteEuropean,Masters Degree,Male,2,110,87,54,18,108,92,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12137,mturk,39,Other,2-Year College Degree (Associates),Male,2,51,61,96,97,44,110,0,0,Not present,1,Correct Reject,NA,0,1,1,0,yes
Exp2,12138,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Female,1,42,28,84,110,30,75,1,1,84,0,Filler ID,NA,60,1,1,0,yes
Exp2,12139,mturk,36,LatinHispanic,4-Year College Degree (BA BS),Female,1,102,97,7,84,110,60,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Exp2,12140,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Female,3,18,110,7,94,62,64,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Exp2,12141,mturk,72,WhiteEuropean,4-Year College Degree (BA BS),Female,3,59,110,51,64,46,73,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,12142,mturk,53,WhiteEuropean,4-Year College Degree (BA BS),Female,3,109,7,110,98,73,92,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12143,mturk,26,WhiteEuropean,Masters Degree,Male,3,110,91,97,76,106,80,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12144,mturk,26,BlackAfrican,NR,Female,2,66,110,9,4,21,13,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,12145,mturk,33,WhiteEuropean,Masters Degree,Female,1,95,25,3,35,110,89,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12146,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Male,1,95,84,110,52,45,105,1,1,110,1,Correct ID,1,0,1,1,0,yes
Exp2,12147,mturk,26,Mixed Ethnicity,4-Year College Degree (BA BS),Male,1,20,15,31,68,110,52,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12148,mturk,37,WhiteEuropean,4-Year College Degree (BA BS),Female,1,26,4,91,101,89,110,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12149,mturk,28,WhiteEuropean,Masters Degree,Female,1,37,110,69,39,36,64,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,12150,mturk,37,WhiteEuropean,Masters Degree,Male,3,92,56,35,110,30,59,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12152,mturk,24,WhiteEuropean,Masters Degree,Female,1,47,83,110,68,28,37,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Exp2,12153,mturk,23,LatinHispanic,4-Year College Degree (BA BS),Female,3,6,10,71,28,90,110,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12155,mturk,22,WhiteEuropean,Currently Attending College,Female,2,28,46,79,66,35,110,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12156,mturk,47,AsianIndian,2-Year College Degree (Associates),Male,1,39,26,10,49,110,7,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,12157,mturk,32,WhiteEuropean,Doctoral Degree,Female,3,31,110,63,24,82,19,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,12158,mturk,45,Mixed Ethnicity,High School/GED,Female,2,99,102,18,110,88,90,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12159,mturk,40,LatinHispanic,2-Year College Degree (Associates),Male,1,110,82,18,44,38,15,1,1,18,0,Filler ID,NA,80,1,1,0,yes
Exp2,12162,mturk,22,LatinHispanic,2-Year College Degree (Associates),Male,2,1,106,46,32,110,83,1,0,Not present,0,Incorrect Reject,NA,50,1,1,0,yes
Exp2,12163,mturk,32,BlackAfrican,4-Year College Degree (BA BS),Male,1,31,35,10,26,37,110,1,1,37,0,Filler ID,NA,70,1,1,0,yes
Exp2,12166,mturk,26,LatinHispanic,High School/GED,Male,1,65,75,110,19,99,8,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Exp2,12168,mturk,21,AsianIndian,Currently Attending College,Female,1,65,39,11,60,30,110,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,12169,mturk,21,WhiteEuropean,Currently Attending College,NR,1,69,110,1,25,20,33,1,1,1,0,Filler ID,NA,60,1,1,0,yes
Exp2,12170,mturk,25,Mixed Ethnicity,4-Year College Degree (BA BS),Female,1,26,94,110,67,42,16,1,1,42,0,Filler ID,NA,60,1,1,0,yes
Exp2,12172,mturk,47,WhiteEuropean,4-Year College Degree (BA BS),Female,1,99,94,110,65,102,62,0,1,99,0,Filler ID,NA,50,1,1,0,yes
Exp2,12173,mturk,29,Native American,High School/GED,Male,1,32,35,78,110,58,94,1,1,110,1,Correct ID,1,40,1,1,0,yes
Exp2,12174,mturk,20,WhiteEuropean,Currently Attending College,Male,2,7,110,1,88,95,51,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12176,mturk,28,LatinHispanic,4-Year College Degree (BA BS),Male,3,30,92,11,81,110,44,0,1,110,0,False ID,0,60,1,1,0,yes
Exp2,12177,mturk,33,NR,2-Year College Degree (Associates),Male,1,8,110,103,51,20,21,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12179,mturk,27,LatinHispanic,4-Year College Degree (BA BS),Male,3,57,110,80,97,60,64,0,1,110,0,False ID,0,50,1,1,0,yes
Exp2,12180,mturk,32,WhiteEuropean,Masters Degree,Male,3,59,110,91,25,71,57,0,1,110,0,False ID,0,70,1,1,0,yes
Exp2,12181,mturk,22,BlackAfrican,Masters Degree,Male,1,110,26,80,32,10,104,1,1,26,0,Filler ID,NA,30,1,1,0,yes
Exp2,12183,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Female,2,21,89,55,83,68,110,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Exp2,12184,mturk,66,WhiteEuropean,Masters Degree,Male,3,28,110,12,108,68,79,0,1,79,0,Filler ID,NA,80,1,1,0,yes
Exp2,12185,mturk,21,AsianIndian,Currently Attending College,Male,1,83,59,107,80,39,110,1,1,80,0,Filler ID,NA,90,1,1,0,yes
Exp2,12186,mturk,40,WhiteEuropean,Masters Degree,Female,2,110,96,11,3,95,94,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Exp2,12187,mturk,27,Mixed Ethnicity,Currently Attending College,Male,3,69,76,110,20,73,49,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
Exp2,12189,mturk,26,WhiteEuropean,Masters Degree,Male,1,91,26,78,73,46,110,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12190,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Female,3,40,62,64,110,34,29,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12191,mturk,24,LatinHispanic,4-Year College Degree (BA BS),Female,1,7,31,54,110,60,35,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12193,mturk,44,LatinHispanic,Professional Degree (MD JD),Male,1,5,51,110,13,6,62,0,1,5,0,Filler ID,NA,60,1,1,0,yes
Exp2,12194,mturk,21,BlackAfrican,Currently Attending College,Female,2,106,102,19,110,4,64,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12195,mturk,31,LatinHispanic,2-Year College Degree (Associates),Female,3,41,110,32,24,59,99,1,0,Not present,0,Incorrect Reject,NA,20,1,1,0,yes
Exp2,12196,mturk,29,WhiteEuropean,4-Year College Degree (BA BS),Male,2,27,86,92,15,110,97,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12197,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Female,2,2,89,110,107,87,56,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Exp2,12198,mturk,23,WhiteEuropean,Currently Attending College,Female,2,110,68,74,7,2,41,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12199,mturk,27,LatinHispanic,4-Year College Degree (BA BS),Female,2,57,110,16,25,10,15,0,1,110,0,False ID,0,60,1,1,0,yes
Exp2,12200,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Male,2,36,67,110,71,107,86,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,12201,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Female,2,44,62,41,88,110,40,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12202,mturk,33,WhiteEuropean,4-Year College Degree (BA BS),Female,2,34,110,80,30,48,94,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12204,mturk,39,WhiteEuropean,Masters Degree,Female,2,110,12,78,91,53,1,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12205,mturk,26,LatinHispanic,4-Year College Degree (BA BS),Female,3,75,110,51,38,64,1,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,12207,mturk,23,AsianIndian,Currently Attending College,Male,3,3,110,91,94,12,55,0,1,94,0,Filler ID,NA,50,1,1,0,yes
Exp2,12208,mturk,29,LatinHispanic,4-Year College Degree (BA BS),Male,1,110,24,105,96,34,70,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12209,mturk,29,WhiteEuropean,Professional Degree (MD JD),Female,2,53,24,110,85,25,9,0,1,25,0,Filler ID,NA,60,1,1,0,yes
Exp2,12210,mturk,20,WhiteEuropean,Currently Attending College,Male,1,26,81,110,51,8,83,1,1,110,1,Correct ID,1,40,1,1,0,yes
Exp2,12211,mturk,37,WhiteEuropean,Masters Degree,Female,3,96,74,76,105,25,110,0,0,Not present,1,Correct Reject,NA,10,1,1,0,yes
Exp2,12213,mturk,23,WhiteEuropean,Currently Attending College,Male,1,30,28,110,54,1,79,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Exp2,12214,mturk,27,AsianIndian,4-Year College Degree (BA BS),Female,3,65,79,27,100,110,70,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12215,mturk,51,WhiteEuropean,2-Year College Degree (Associates),Female,3,110,29,28,21,99,38,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,12217,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Female,2,108,22,110,98,6,104,1,1,110,1,Correct ID,1,50,1,1,0,yes
Exp2,12218,mturk,19,AsianIndian,Currently Attending College,Male,2,35,52,10,48,99,110,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,12219,mturk,25,LatinHispanic,Currently Attending College,Female,3,31,110,92,104,60,28,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12220,mturk,36,AsianIndian,2-Year College Degree (Associates),Female,1,64,110,71,25,63,89,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12222,mturk,22,LatinHispanic,Currently Attending College,Male,3,37,55,32,98,110,82,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Exp2,12223,mturk,58,WhiteEuropean,4-Year College Degree (BA BS),Male,2,91,22,110,25,76,51,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12224,mturk,17,WhiteEuropean,High School/GED,Male,2,64,6,47,9,110,76,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12225,mturk,38,WhiteEuropean,4-Year College Degree (BA BS),Male,2,49,110,96,43,76,6,0,1,49,0,Filler ID,NA,70,1,1,0,yes
Exp2,12226,mturk,32,Mixed Ethnicity,2-Year College Degree (Associates),Male,1,3,55,110,81,27,84,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12228,mturk,35,WhiteEuropean,4-Year College Degree (BA BS),Male,1,70,110,93,26,18,106,1,1,70,0,Filler ID,NA,60,1,1,0,yes
Exp2,12229,mturk,20,LatinHispanic,2-Year College Degree (Associates),Female,3,28,110,100,10,72,77,1,1,110,1,Correct ID,1,60,1,1,0,yes
Exp2,12230,mturk,34,LatinHispanic,4-Year College Degree (BA BS),Female,1,73,110,31,67,68,58,1,1,31,0,Filler ID,NA,50,1,1,0,yes
Exp2,12231,mturk,35,AsianIndian,Professional Degree (MD JD),Male,1,75,110,32,37,30,12,0,1,37,0,Filler ID,NA,70,1,1,0,yes
Exp2,12235,mturk,16,WhiteEuropean,High School/GED,Male,2,110,7,97,8,15,81,1,0,Not present,0,Incorrect Reject,NA,20,1,1,0,yes
Exp2,12236,mturk,31,AsianIndian,Masters Degree,Male,2,90,67,110,102,26,104,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12237,mturk,20,WhiteEuropean,4-Year College Degree (BA BS),Female,1,77,5,30,2,110,83,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,12240,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Male,2,70,110,82,7,85,77,1,1,7,0,Filler ID,NA,70,1,1,0,yes
Exp2,12242,mturk,28,AsianIndian,4-Year College Degree (BA BS),Female,3,3,110,106,93,26,105,1,1,110,1,Correct ID,1,40,1,1,0,yes
Exp2,12244,mturk,34,LatinHispanic,4-Year College Degree (BA BS),Male,3,1,19,72,108,14,110,1,1,72,0,Filler ID,NA,90,1,1,0,yes
Exp2,12247,mturk,19,AsianIndian,Currently Attending College,Female,1,24,39,6,110,3,78,0,1,39,0,Filler ID,NA,100,1,1,0,yes
Exp2,12248,mturk,70,WhiteEuropean,4-Year College Degree (BA BS),Male,1,21,87,13,9,104,110,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12250,mturk,70,AsianIndian,4-Year College Degree (BA BS),Male,3,38,110,66,42,90,16,0,1,66,0,Filler ID,NA,80,1,1,0,yes
Exp2,12251,mturk,21,Other,4-Year College Degree (BA BS),Male,1,110,11,31,15,76,36,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Exp2,12253,mturk,27,WhiteEuropean,Masters Degree,Female,1,8,78,25,110,19,70,1,1,25,0,Filler ID,NA,70,1,1,0,yes
Exp2,12254,mturk,53,WhiteEuropean,4-Year College Degree (BA BS),Male,1,95,89,9,1,110,39,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,12255,mturk,25,AsianIndian,Less than High School,Female,3,66,21,61,2,78,110,1,0,Not present,0,Incorrect Reject,NA,100,1,1,0,yes
Exp2,12256,mturk,33,WhiteEuropean,Masters Degree,Female,1,110,43,17,10,20,31,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12257,mturk,34,AsianIndian,Masters Degree,Male,1,29,110,19,27,77,39,0,1,110,0,False ID,0,60,1,1,0,yes
Exp2,12258,mturk,32,Other,Professional Degree (MD JD),Female,3,87,14,46,92,104,110,0,1,46,0,Filler ID,NA,40,1,1,0,yes
Exp2,12259,mturk,30,LatinHispanic,Currently Attending College,Male,2,102,11,15,54,110,49,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12260,mturk,49,WhiteEuropean,4-Year College Degree (BA BS),Female,3,8,102,43,59,76,110,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,12261,mturk,39,WhiteEuropean,Masters Degree,Male,1,31,38,19,56,110,58,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12263,mturk,28,WhiteEuropean,Masters Degree,Male,1,83,110,50,49,41,15,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12264,mturk,46,WhiteEuropean,Masters Degree,Male,3,110,31,55,77,56,36,1,1,110,1,Correct ID,1,100,1,1,0,yes
Exp2,12265,mturk,28,WhiteEuropean,Masters Degree,Male,2,110,16,4,64,94,97,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Exp2,12266,mturk,18,WhiteEuropean,Less than High School,Female,3,110,74,47,54,106,57,1,0,Not present,0,Incorrect Reject,NA,90,1,1,0,yes
Exp2,12267,mturk,49,LatinHispanic,Masters Degree,Male,3,50,110,49,80,67,83,1,1,110,1,Correct ID,1,30,1,1,0,yes
Exp2,12268,mturk,34,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,90,67,56,28,23,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Exp2,12270,mturk,33,WhiteEuropean,Masters Degree,Male,2,4,78,80,108,37,110,0,0,Not present,1,Correct Reject,NA,60,1,1,0,yes
Exp2,12271,mturk,38,Mixed Ethnicity,Currently Attending College,Male,3,110,80,67,10,104,71,1,0,Not present,0,Incorrect Reject,NA,70,1,1,0,yes
Exp2,12273,mturk,46,LatinHispanic,4-Year College Degree (BA BS),Male,3,110,48,95,24,98,20,0,0,Not present,1,Correct Reject,NA,100,1,1,0,yes
Exp2,12274,mturk,25,WhiteEuropean,4-Year College Degree (BA BS),Male,3,21,110,51,26,75,10,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12275,mturk,35,WhiteEuropean,Professional Degree (MD JD),Male,1,47,84,110,79,20,68,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12277,mturk,21,WhiteEuropean,4-Year College Degree (BA BS),Female,2,4,97,73,85,110,9,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12278,mturk,29,BlackAfrican,4-Year College Degree (BA BS),Female,1,2,48,50,8,110,35,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12280,mturk,36,Other,4-Year College Degree (BA BS),Male,1,76,104,54,55,110,89,0,0,Not present,1,Correct Reject,NA,40,1,1,0,yes
Exp2,12281,mturk,25,Mixed Ethnicity,High School/GED,NR,2,65,110,35,79,104,86,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12282,mturk,24,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,109,65,94,37,92,1,0,Not present,0,Incorrect Reject,NA,60,1,1,0,yes
Exp2,12283,mturk,29,WhiteEuropean,4-Year College Degree (BA BS),NR,2,25,79,80,110,43,28,1,1,25,0,Filler ID,NA,40,1,1,0,yes
Exp2,12285,mturk,50,WhiteEuropean,Masters Degree,Male,3,103,110,22,88,49,17,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12286,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Female,2,35,97,69,109,24,110,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12287,mturk,31,WhiteEuropean,4-Year College Degree (BA BS),Male,1,28,54,13,110,57,63,0,1,13,0,Filler ID,NA,60,1,1,0,yes
Exp2,12288,mturk,26,BlackAfrican,4-Year College Degree (BA BS),Female,1,11,81,87,66,65,110,0,1,110,0,False ID,0,10,1,1,0,yes
Exp2,12289,mturk,18,WhiteEuropean,High School/GED,Female,3,40,37,110,42,56,52,0,0,Not present,1,Correct Reject,NA,90,1,1,0,yes
Exp2,12290,mturk,19,LatinHispanic,Currently Attending College,Female,2,36,83,17,88,32,110,1,1,110,1,Correct ID,1,70,1,1,0,yes
Exp2,12291,mturk,22,Mixed Ethnicity,Masters Degree,Female,2,47,25,72,28,56,110,1,1,110,1,Correct ID,1,90,1,1,0,yes
Exp2,12292,mturk,28,WhiteEuropean,4-Year College Degree (BA BS),Male,2,27,67,104,110,19,53,1,1,110,1,Correct ID,1,30,1,1,0,yes
Exp2,12293,mturk,21,WhiteEuropean,Currently Attending College,Male,2,38,33,55,8,11,110,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12295,mturk,29,WhiteEuropean,4-Year College Degree (BA BS),Male,1,110,22,90,59,100,29,1,1,110,1,Correct ID,1,80,1,1,0,yes
Exp2,12297,mturk,28,WhiteEuropean,Masters Degree,Male,1,28,7,2,110,71,8,1,0,Not present,0,Incorrect Reject,NA,80,1,1,0,yes
Exp2,12298,mturk,27,LatinHispanic,High School/GED,Female,2,22,26,104,63,30,110,1,1,110,1,Correct ID,1,30,1,1,0,yes
Exp2,12299,mturk,30,LatinHispanic,2-Year College Degree (Associates),Male,1,39,76,51,106,110,74,0,0,Not present,1,Correct Reject,NA,80,1,1,0,yes
Exp2,12300,mturk,32,AsianIndian,4-Year College Degree (BA BS),Male,1,68,110,108,86,19,58,0,0,Not present,1,Correct Reject,NA,50,1,1,0,yes
Exp2,12301,mturk,26,LatinHispanic,Masters Degree,Female,2,72,94,31,59,93,110,0,0,Not present,1,Correct Reject,NA,70,1,1,0,yes
